0.83333	0.28571	0.09302	0.0265	0.00001	0.01886	0.02278	0.00187	0.00775	0.01394	0.07283	0.00082	0.00006	0.00026	0.02117	0	0
0.83333	1	0.4186	0.42443	0.04167	0.03694	0.03558	0.01835	0.01455	0.07306	0.09655	0.01854	0.04662	0.0139	0.84419	0.01453	0
0.83333	0.42857	0.11628	0.05352	0	0.04011	0.03241	0.00501	0.01637	0.03626	0.14856	0.00204	0.00003	0.00062	0.00151	0	-1
0.83333	1	0.37209	0.21473	0.00076	0.03041	0.01756	0.00271	0.00964	0.03655	0.15222	0.00278	0.00058	0.00147	0.01738	0.00158	0
1	1	0.27907	0.38732	0.04338	0.14222	0.26245	0.06023	0.06469	0.06339	0.1926	0.03272	0.00748	0.01341	0.05353	0.06353	0
0.66667	0.71429	0.23256	0.17743	0.00001	0.00176	0.00075	0.00058	0.00034	0.12601	0.11615	0.00122	0.00019	0.00082	0.00862	0.00088	0
0.83333	0.85714	0.2093	0.2843	0.11886	0.10902	0.07305	0.02024	0.02719	0.05235	0.12567	0.02689	0.00536	0.01162	0.21525	0.03028	0
0.83333	0.14286	0.02326	0.06135	0.02135	0.03524	0.09835	0.04255	0.01637	0.0834	0.13534	0.02341	0.02779	0.0164	0.06031	0	0
0.83333	1	0.2093	0.28363	0.01251	0.08744	0.07149	0.01182	0.01264	0.04169	0.16353	0.00985	0.01283	0.02176	0.30471	0.00245	0
0.66667	1	0.44186	0.23259	0.0074	0.01303	0.01359	0.00924	0.00848	0.07425	0.07457	0.00725	0.00023	0.01047	0.01833	0.00665	0
0.83333	1	0.18605	0.29287	0.09424	0.08222	0.07563	0.01194	0.01249	0.03766	0.14852	0.01183	0.03305	0.00525	0.0342	0.00595	0
0.83333	1	0.16279	0.23696	0.01805	0.07686	0.04342	0.0093	0.01083	0.05958	0.19177	0.01116	0.02192	0.00381	0.0774	0.00595	0
0.16667	0.71429	0.11628	0.4235	0.00845	0.00551	0.01596	0.01045	0.00276	0.15401	0.16825	0.01147	0.07345	0.04121	0.36348	0	0
0.83333	1	0.16279	0.23747	0.01343	0.12132	0.08049	0.01088	0.01182	0.03051	0.14344	0.00603	0.00298	0.00381	0.0689	0.00263	0
0.33333	0.85714	0.2093	0.38086	0.00961	0.00226	0.00185	0.0008	0.00115	0.19306	0.32136	0.00374	0.1126	0.00695	0.06772	0.00053	1
0.83333	0.85714	0.18605	0.17781	0.00026	0.0751	0.04975	0.02644	0.028	0.07152	0.09356	0.01269	0.00209	0.00692	0.02552	0	0
0.83333	1	0.44186	0.53346	0.00684	0.03312	0.02621	0.00699	0.00893	0.06609	0.16998	0.0084	0.00641	0.00437	0.07434	0.00945	0
0.66667	0.85714	0.25581	0.15679	0.00033	0.00398	0.00124	0.0006	0.00055	0.07413	0.10513	0.00096	0.00006	0.00056	0.00067	0.00018	1
0.83333	0.57143	0.13953	0.14646	0	0.07619	0.04564	0.00419	0.01465	0.03818	0.27667	0.00176	0.00011	0.00103	0.00748	0	-1
1	1	0.18605	0.39889	0.01842	0.21559	0.73522	0.06846	0.0728	0.03817	0.28172	0.03594	0.02908	0.02396	0.00552	0.01225	0
