0.666667	1.000000	0.581395	0.325325	0.000282	0.003451	0.001592	0.000777	0.001758	0.141280	0.208840	0.001503	0.000823	0.000492	0.007922	0.000000	-1.000000
0.833333	1.000000	0.534884	0.443248	0.001205	0.044683	0.033039	0.025137	0.024761	0.110358	0.102319	0.010493	0.000938	0.006240	0.023319	0.032552	0.000000
0.666667	0.571429	0.093023	0.070401	0.000000	0.000791	0.000340	0.000222	0.000000	0.050408	0.047433	0.000000	0.000000	0.000000	0.000642	0.000000	0.000000
0.833333	1.000000	0.186047	0.299681	0.037552	0.091195	0.086882	0.060320	0.070864	0.197451	0.208317	0.091494	0.114844	0.014352	0.093833	0.132132	0.000000
0.666667	0.142857	0.046512	0.031173	0.000000	0.000903	0.000346	0.000111	0.000000	0.017833	0.023864	0.000989	0.000544	0.000000	0.000809	0.000000	0.000000
0.666667	0.571429	0.139535	0.077180	0.000000	0.000678	0.000301	0.000345	0.000000	0.143431	0.089357	0.000934	0.000732	0.001025	0.002287	0.000000	-1.000000
0.666667	0.285714	0.093023	0.047152	0.000000	0.001129	0.000569	0.000314	0.000000	0.033759	0.035588	0.000000	0.000000	0.000000	0.000139	0.000000	0.000000
0.833333	0.857143	0.162791	0.317046	1.000000	0.149332	0.121067	0.094382	0.096250	0.279873	0.263394	0.301069	1.000000	0.044519	0.674263	0.192160	0.000000
0.833333	0.714286	0.162791	0.167254	0.028034	0.091639	0.070716	0.022754	0.025232	0.053923	0.107185	0.021808	0.003880	0.024017	0.065075	0.003675	0.000000
0.833333	0.714286	0.162791	0.177207	0.002277	0.090154	0.024946	0.004485	0.012924	0.036757	0.130482	0.004993	0.007033	0.001025	0.017545	0.002450	0.000000
0.666667	0.857143	0.465116	0.261962	0.000000	0.000949	0.000229	0.000233	0.000043	0.120681	0.084848	0.000033	0.000002	0.000051	0.000223	0.000000	0.000000
0.666667	0.571429	0.209302	0.081164	0.000000	0.001154	0.000401	0.000369	0.000000	0.086479	0.065827	0.000110	0.000003	0.000000	0.000725	0.000000	-1.000000
0.666667	1.000000	0.279070	0.270604	0.000147	0.037908	0.038728	0.030788	0.032094	0.154912	0.142733	0.004753	0.001673	0.004442	0.003989	0.012251	0.000000
0.833333	1.000000	0.209302	0.339602	0.104200	0.079004	0.038780	0.010950	0.014264	0.095521	0.238760	0.018500	0.022793	0.004898	0.187498	0.011901	0.000000
0.666667	0.857143	0.209302	0.174166	0.000035	0.010340	0.005383	0.001215	0.001627	0.026369	0.070614	0.000659	0.000044	0.000456	0.000781	0.000350	0.000000
0.666667	0.857143	0.418605	0.409126	0.011056	0.002359	0.001177	0.000669	0.001053	0.292563	0.378446	0.003645	0.001719	0.001481	0.005160	0.003675	1.000000
0.666667	0.285714	0.046512	0.032089	0.002191	0.001129	0.000346	0.000406	0.000431	0.334522	0.211344	0.001319	0.001550	0.004100	0.000251	0.000000	-1.000000
0.666667	0.857143	0.209302	0.131890	0.000003	0.001355	0.000555	0.000287	0.000096	0.039096	0.047541	0.000256	0.000004	0.000114	0.000697	0.000000	0.000000
0.666667	1.000000	0.209302	0.232715	0.032218	0.003112	0.001047	0.000640	0.001627	0.459884	0.555419	0.004176	0.002780	0.000683	0.041421	0.001750	1.000000
0.666667	0.714286	0.139535	0.106636	0.000000	0.001054	0.000396	0.000382	0.000000	0.145591	0.109172	0.000110	0.000015	0.000171	0.000474	0.000000	0.000000
0.833333	1.000000	0.279070	0.503316	0.020680	0.031358	0.023092	0.011451	0.010841	0.146325	0.212873	0.015991	0.004929	0.004357	0.040557	0.000000	-1.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.833333	1.000000	0.162791	0.252055	0.003978	0.246391	0.081194	0.014438	0.021047	0.024793	0.080792	0.012058	0.016977	0.006590	0.029874	0.002800	0.000000
0.666667	0.571429	0.209302	0.179543	0.000009	0.001305	0.000901	0.000287	0.000191	0.139946	0.315878	0.000623	0.000247	0.000456	0.000195	0.000350	0.000000
0.666667	1.000000	0.162791	0.413489	0.000158	0.025685	0.041392	0.020643	0.020432	0.213260	0.313035	0.020348	0.004180	0.012155	0.008786	0.040952	1.000000
0.666667	0.571429	0.139535	0.093062	0.000000	0.004593	0.003656	0.001798	0.002298	0.057421	0.078941	0.000385	0.000013	0.000342	0.003291	0.000000	0.000000
0.666667	0.714286	0.162791	0.148372	0.000724	0.005227	0.002166	0.001055	0.001354	0.140043	0.204827	0.002826	0.001779	0.000879	0.001674	0.000700	0.000000
0.666667	0.285714	0.046512	0.020666	0.000000	0.000678	0.000136	0.000037	0.000000	0.047023	0.112109	0.000000	0.000000	0.000000	0.000056	0.000000	-1.000000
0.666667	0.571429	0.116279	0.041977	0.000005	0.000723	0.000173	0.000177	0.000172	0.104786	0.072805	0.000264	0.000008	0.000000	0.000084	0.000000	0.000000
0.833333	1.000000	0.255814	0.094717	0.000269	0.050061	0.015234	0.002492	0.014725	0.044140	0.176184	0.001619	0.000591	0.001677	0.052160	0.000350	0.000000
0.666667	0.714286	0.139535	0.142988	0.000000	0.000828	0.000400	0.000320	0.000000	0.148868	0.133222	0.000275	0.000014	0.000000	0.000558	0.000175	0.000000
0.666667	1.000000	0.325581	0.222424	0.000390	0.004227	0.002173	0.001193	0.001046	0.061698	0.076411	0.000730	0.000031	0.000732	0.002706	0.000350	0.000000
0.666667	1.000000	0.395349	0.334345	0.000366	0.001701	0.000742	0.000430	0.000557	0.274980	0.343964	0.001222	0.002833	0.000422	0.001674	0.000525	0.000000
0.666667	1.000000	0.325581	0.378320	0.032932	0.020135	0.014558	0.009757	0.012124	0.162489	0.174425	0.019712	0.017466	0.009885	0.048395	0.019076	1.000000
0.666667	1.000000	0.186047	0.299821	0.055995	0.039979	0.053131	0.037474	0.029078	0.172013	0.176588	0.042985	0.024245	0.018068	0.021115	0.063878	1.000000
0.666667	0.714286	0.162791	0.119993	0.000045	0.004066	0.002286	0.002005	0.002462	0.227991	0.189838	0.004192	0.006099	0.003075	0.001199	0.000000	0.000000
0.666667	0.857143	0.279070	0.192824	0.000449	0.001958	0.000738	0.000634	0.000790	0.240272	0.202467	0.002885	0.001498	0.001709	0.004965	0.001575	1.000000
0.666667	1.000000	0.395349	0.429689	0.000769	0.005288	0.003977	0.003590	0.002078	0.111168	0.086273	0.005644	0.001729	0.002714	0.023430	0.004550	1.000000
0.666667	1.000000	0.348837	0.249718	0.000097	0.005812	0.003700	0.002620	0.002183	0.070545	0.067988	0.001209	0.000285	0.000683	0.005997	0.000350	1.000000
0.666667	1.000000	0.302326	0.314141	0.001671	0.004483	0.003455	0.002711	0.000928	0.099394	0.089695	0.002029	0.000305	0.002129	0.002064	0.001400	1.000000
0.666667	1.000000	0.186047	0.329000	0.005572	0.028064	0.054528	0.030105	0.027140	0.146249	0.191004	0.016073	0.067743	0.004613	0.006164	0.047952	1.000000
0.833333	0.857143	0.139535	0.338686	0.221770	0.173242	0.170093	0.115370	0.113584	0.319148	0.346544	0.152599	0.124149	0.035025	0.111071	0.374869	0.000000
0.833333	1.000000	0.162791	0.226106	0.002051	0.173081	0.079979	0.012105	0.015878	0.047924	0.212957	0.006830	0.035553	0.008640	0.017768	0.001575	0.000000
0.833333	1.000000	0.186047	0.289780	0.005117	0.108869	0.062071	0.012679	0.014324	0.040627	0.125770	0.016815	0.007746	0.012301	0.023653	0.002975	0.000000
0.833333	0.857143	0.139535	0.202612	0.005200	0.069342	0.045059	0.014492	0.012349	0.048651	0.102235	0.006649	0.000935	0.007688	0.006388	0.004025	0.000000
0.833333	0.857143	0.162791	0.188924	0.001237	0.137458	0.060304	0.012749	0.019078	0.048953	0.158478	0.005793	0.001118	0.003222	0.037656	0.014176	0.000000
0.833333	1.000000	0.325581	0.515394	0.027595	0.137651	0.090680	0.034743	0.025909	0.057147	0.100879	0.027224	0.027718	0.012375	0.128002	0.025201	0.000000
